学生ID,学生姓名,性别,民族,入学年份,出生日期,家庭住址,家庭类型,政治面貌,入学排名,宿舍号,是否退学
14421,曹飘,男,汉族,2016,2002-04-09,贵州省安顺市平坝区,城镇,共青团员,886,501,0
14422,钱红,女,汉族,2017,2002-01-10,浙江省台州市路桥区,城镇,共青团员,887,-1,0
14423,吕韵,男,汉族,2016,2002-04-26,广西壮族自治区柳州市融安县,城镇,共青团员,888,-1,0
14424,何静雯,女,汉族,2016,2002-09-16,河南省鹤壁市淇县,城镇,共青团员,889,-1,0
14425,李霄,女,汉族,2016,2002-06-12,新疆维吾尔自治区阿克苏地区拜城县,城镇,共青团员,890,-1,0
14426,杨冬儿,男,汉族,2017,2002-01-09,宁夏回族自治区石嘴山市平罗县,城镇,共青团员,891,-1,0
14427,尤梦,女,汉族,2016,2002-03-14,云南省普洱市景东彝族自治县,城镇,共青团员,892,-1,0
14428,吕翡翠,男,汉族,2016,2002-11-26,内蒙古自治区巴彦淖尔市乌拉特中旗,城镇,共青团员,893,-1,0
14429,钱亚,男,汉族,2016,2001-07-05,辽宁省丹东市宽甸满族自治县,城镇,一般,894,-1,0
14430,孔丽,男,汉族,2016,2002-11-03,安徽省芜湖市三山区,城镇,共青团员,895,-1,0
14431,喻溶艳,男,汉族,2016,2002-11-03,广西壮族自治区钦州市浦北县,城镇,共青团员,896,-1,0
14432,郑凝,男,汉族,2016,2002-05-02,内蒙古自治区巴彦淖尔市五原县,城镇,共青团员,897,-1,0
14433,吕枝,男,汉族,2017,2001-11-10,山西省临汾市永和县,城镇,共青团员,898,-1,0
14434,金蓉,男,汉族,2017,2002-01-17,黑龙江省哈尔滨市五常市,城镇,一般,899,501,0
14435,魏翠柔,男,汉族,2016,2001-08-14,西藏自治区日喀则市岗巴县,城镇,共青团员,900,-1,0
14436,卫忠娇,女,汉族,2017,2002-02-20,广东省河源市连平县,城镇,共青团员,901,-1,0
14437,王姚,女,汉族,2017,2001-06-12,河南省周口市鹿邑县,城镇,共青团员,902,-1,0
14438,孔名媛,女,汉族,2016,2002-04-11,湖北省襄阳市枣阳市,城镇,共青团员,903,-1,0
14439,周莺,女,汉族,2017,2001-11-08,西藏自治区林芝市朗县,城镇,共青团员,904,-1,0
14440,王艳红,男,汉族,2017,2002-11-03,广东省韶关市韶关市,城镇,共青团员,905,-1,0
14441,严蓓,女,汉族,2016,2002-05-18,陕西省宝鸡市凤翔县,城镇,共青团员,906,-1,0
14442,云欣怡,女,汉族,2016,2002-03-13,浙江省丽水市丽水市,城镇,共青团员,907,-1,0
14443,沈莉,女,汉族,2017,2001-07-11,四川省阿坝藏族羌族自治州金川县,城镇,共青团员,908,-1,0
14444,吕欣怡,男,汉族,2016,2001-03-09,内蒙古自治区锡林郭勒盟西乌珠穆沁旗,城镇,共青团员,909,-1,0
14445,王德群,男,汉族,2016,2001-06-19,宁夏回族自治区银川市灵武市,城镇,共青团员,910,-1,0
14446,张丹珍,女,汉族,2016,2002-08-18,四川省自贡市贡井区,城镇,共青团员,911,-1,0
14447,卫英,男,汉族,2016,2002-11-07,辽宁省沈阳市铁西区,城镇,一般,912,-1,0
14448,李明红,男,汉族,2016,2001-05-24,湖北省孝感市大悟县,城镇,共青团员,913,-1,0
14449,顾半雪,女,汉族,2017,2002-07-17,辽宁省抚顺市抚顺市,城镇,共青团员,914,504,0
14450,韩谷波,女,汉族,2016,2002-08-03,山西省阳泉市平定县,城镇,一般,915,-1,0
14451,严阳涌,女,汉族,2017,2001-09-26,河南省信阳市息县,城镇,共青团员,916,-1,0
14452,冯欣,男,汉族,2016,2001-08-16,湖北省荆门市东宝区,城镇,共青团员,917,-1,0
14453,姜书同,男,汉族,2017,2001-08-27,陕西省延安市宜川县,城镇,共青团员,918,-1,0
14485,何丽红,男,汉族,2017,2002-11-14,湖北省十堰市茅箭区,城镇,一般,919,-1,0
14884,李凡,男,汉族,2017,2001-05-09,广东省揭阳市惠来县,城镇,共青团员,920,211,0
14885,沈乐之,男,汉族,2017,2001-04-20,山西省忻州市偏关县,城镇,共青团员,921,210,0
14886,钱慧娟,男,汉族,2016,2002-05-07,湖南省邵阳市武冈市,城镇,共青团员,922,207,0
14887,钱珍,男,汉族,2017,2001-04-12,四川省成都市简阳市,城镇,共青团员,923,212,0
14888,褚霄,男,汉族,2016,2002-10-21,广西壮族自治区玉林市陆川县,城镇,共青团员,924,206,0
14889,赵之念,男,汉族,2017,2002-08-02,江西省宜春市樟树市,城镇,共青团员,925,213,0
14890,吕文倩,男,汉族,2016,2002-04-09,甘肃省平凉市华亭县,城镇,一般,926,205,0
14891,章妹妹,男,汉族,2017,2002-03-22,贵州省黔东南苗族侗族自治州锦屏县,城镇,共青团员,927,208,0
14892,曹婷,男,汉族,2016,2002-07-25,贵州省黔东南苗族侗族自治州丹寨县,城镇,共青团员,928,203,0
15517,姜莎,女,汉族,2017,2002-08-17,黑龙江省七台河市七台河市,城镇,共青团员,929,-1,0
14893,秦洋,男,汉族,2016,2002-06-23,内蒙古自治区兴安盟乌兰浩特市,城镇,共青团员,930,206,0
14894,陶景燕,男,汉族,2017,2001-07-14,广东省佛山市南海区,城镇,共青团员,931,203,0
14895,孙雁,男,汉族,2017,2002-05-07,内蒙古自治区巴彦淖尔市乌拉特中旗,城镇,共青团员,932,208,0
14481,何雪梅,男,汉族,2016,2001-08-20,上海市上海市普陀区,城镇,共青团员,933,321,0
14482,蒋艳红,男,汉族,2017,2002-02-23,山东省青岛市平度市,城镇,共青团员,934,-1,0
14483,秦景燕,男,汉族,2016,2002-02-21,福建省漳州市龙文区,城镇,共青团员,935,319,0
14484,陈念念,男,汉族,2016,2001-10-20,辽宁省锦州市北镇市,城镇,共青团员,936,-1,0
14514,曹娟,男,汉族,2017,2002-08-19,上海市上海市杨浦区,城镇,共青团员,937,-1,0
14515,卫光琴,女,汉族,2016,2001-09-17,云南省昭通市水富县,城镇,共青团员,938,-1,0
14516,章啟倩,女,汉族,2017,2002-10-13,吉林省白山市抚松县,城镇,共青团员,939,-1,0
14517,冯凝,女,汉族,2017,2001-09-20,黑龙江省佳木斯市前进区,城镇,共青团员,940,602,0
14518,华凌珍,女,汉族,2017,2001-09-21,河南省三门峡市陕州区,城镇,共青团员,941,-1,0
14519,沈盼夏,女,汉族,2016,2001-10-22,宁夏回族自治区吴忠市同心县,城镇,共青团员,942,-1,0
14520,李莉,女,汉族,2017,2001-10-22,云南省临沧市临翔区,城镇,共青团员,943,-1,0
14487,沈世群,男,汉族,2016,2002-06-08,广东省佛山市南海区,城镇,共青团员,944,-1,0
14492,吕花长,男,汉族,2017,2002-02-16,宁夏回族自治区吴忠市盐池县,城镇,共青团员,945,-1,0
14493,赵太红,男,汉族,2017,2002-07-03,内蒙古自治区赤峰市巴林左旗,城镇,共青团员,946,321,0
14494,金明红,男,汉族,2016,2002-08-18,四川省凉山彝族自治州普格县,城镇,共青团员,947,-1,0
14495,戚乐之,男,汉族,2016,2001-02-21,河南省商丘市梁园区,城镇,共青团员,948,-1,0
14496,蒋平夏,男,汉族,2016,2001-11-19,河北省邯郸市邯山区,城镇,共青团员,949,-1,0
14497,沈茜,男,汉族,2016,2001-02-15,山东省莱芜市钢城区,城镇,少先队员,950,-1,0
14498,戚彤,男,汉族,2016,2001-02-12,浙江省嘉兴市嘉善县,城镇,共青团员,951,321,0
14499,戚灿怡,男,汉族,2016,2002-01-04,河南省鹤壁市淇县,城镇,共青团员,952,315,0
14500,孙育彤,男,汉族,2017,2002-03-07,河北省唐山市丰润区,城镇,一般,953,-1,0
14501,褚娟,男,汉族,2016,2002-04-19,河北省唐山市开平区,城镇,共青团员,954,315,0
14502,卫琦,男,汉族,2017,2002-04-06,安徽省芜湖市弋江区,城镇,共青团员,955,315,0
14503,杨珍,男,汉族,2017,2001-09-15,江西省上饶市万年县,城镇,共青团员,956,-1,0
14504,陶英,男,汉族,2017,2002-08-08,江苏省盐城市盐城市,城镇,共青团员,957,-1,0
14505,郑美娟,男,汉族,2016,2002-06-08,海南省海口市海口市,城镇,共青团员,958,-1,0
14506,魏世兰,男,汉族,2017,2001-04-25,安徽省蚌埠市固镇县,城镇,共青团员,959,-1,0
15513,严寻南,女,汉族,2016,2001-02-12,黑龙江省鸡西市鸡东县,城镇,共青团员,960,-1,0
15993,华远琴,女,汉族,2016,2001-09-10,辽宁省锦州市凌海市,城镇,共青团员,961,-1,0
16029,韩欢,女,汉族,2016,2002-11-19,吉林省延边朝鲜族自治州敦化市,城镇,共青团员,962,206,0
14507,冯枫,男,汉族,2017,2002-01-03,甘肃省定西市临洮县,城镇,共青团员,963,-1,0
14508,孔琴,男,汉族,2016,2001-02-07,四川省阿坝藏族羌族自治州红原县,城镇,一般,964,321,0
14456,吴访琴,女,汉族,2017,2001-08-24,河南省安阳市安阳县,城镇,共青团员,965,-1,0
14457,施莎,女,汉族,2017,2001-11-09,河北省张家口市桥西区,城镇,共青团员,966,-1,0
16092,华丽丽,男,汉族,2017,2002-11-10,四川省甘孜藏族自治州石渠县,城镇,共青团员,967,-1,0
14458,姜心媛,女,汉族,2016,2001-07-14,甘肃省定西市岷县,城镇,共青团员,968,-1,0
14459,陶静娴,女,汉族,2016,2002-08-16,江苏省泰州市泰州市,城镇,共青团员,969,604,0
14460,陈莎,女,汉族,2017,2001-06-17,安徽省淮北市濉溪县,城镇,共青团员,970,-1,0
14461,郑冰露,女,汉族,2016,2001-09-15,山东省青岛市城阳区,城镇,一般,971,-1,0
14462,潘丽丽,女,汉族,2016,2002-11-10,四川省遂宁市安居区,城镇,共青团员,972,-1,0
14463,张发弟,女,汉族,2017,2002-10-03,云南省红河哈尼族彝族自治州个旧市,城镇,共青团员,973,-1,0
14464,孙半雪,女,汉族,2017,2001-01-18,安徽省池州市东至县,城镇,共青团员,974,-1,0
14465,华怡,女,汉族,2016,2001-08-01,河南省驻马店市泌阳县,城镇,少先队员,975,604,0
14466,沈亚萍,女,汉族,2017,2002-08-05,广东省广州市白云区,城镇,共青团员,976,-1,0
14467,卫秀娟,女,汉族,2016,2002-04-25,吉林省通化市通化县,城镇,共青团员,977,-1,0
14468,姜幻波,女,汉族,2016,2002-06-09,陕西省咸阳市秦都区,城镇,共青团员,978,-1,0
14469,阳向萍,女,汉族,2017,2001-01-08,湖北省宜昌市夷陵区,城镇,共青团员,979,-1,0
14470,冯芳,女,汉族,2016,2002-06-02,广东省惠州市惠东县,城镇,共青团员,980,-1,0
14471,魏君,女,汉族,2017,2002-03-11,湖北省恩施土家族苗族自治州咸丰县,城镇,共青团员,981,-1,0
14472,尤倩倩,女,汉族,2016,2001-10-06,山东省济南市章丘市,城镇,共青团员,982,-1,0
14473,孙念,女,汉族,2016,2002-02-13,辽宁省沈阳市浑南区,城镇,共青团员,983,-1,0
14474,吴文静,女,汉族,2016,2002-05-14,海南省海口市美兰区,城镇,共青团员,984,-1,0
14475,朱世兰,女,汉族,2016,2002-09-10,山东省潍坊市昌邑市,城镇,共青团员,985,-1,0
14476,孔怜云,女,汉族,2017,2002-01-15,安徽省铜陵市郊区,城镇,共青团员,986,604,0
14477,褚良翠,女,汉族,2017,2002-10-18,四川省泸州市泸县,城镇,共青团员,987,-1,0
14478,雷秀娟,女,汉族,2016,2001-02-22,吉林省吉林市蛟河市,城镇,共青团员,988,604,0
14964,韩怜云,男,汉族,2017,2001-01-27,云南省大理白族自治州鹤庆县,城镇,共青团员,989,513,0
14965,朱章洪,男,汉族,2016,2001-08-11,黑龙江省伊春市五营区,城镇,共青团员,990,-1,0
14966,朱淑芬,男,汉族,2016,2001-04-07,内蒙古自治区巴彦淖尔市乌拉特中旗,城镇,共青团员,991,509,0
14510,秦飘,男,汉族,2017,2001-07-04,黑龙江省鹤岗市南山区,城镇,共青团员,992,-1,0
14511,郑万敏,男,汉族,2016,2001-05-18,贵州省遵义市习水县,城镇,共青团员,993,-1,0
14512,张冬儿,男,汉族,2016,2001-06-07,湖南省岳阳市岳阳楼区,城镇,共青团员,994,-1,0
14521,尤明珠,女,汉族,2017,2001-07-01,浙江省丽水市龙泉市,城镇,共青团员,995,-1,0
14522,严花长,女,汉族,2016,2001-10-08,甘肃省张掖市高台县,城镇,共青团员,996,-1,0
14523,钱雪倩,女,汉族,2017,2001-04-02,吉林省延边朝鲜族自治州珲春市,城镇,共青团员,997,-1,0
14524,孔宁,男,汉族,2016,2002-11-27,安徽省黄山市休宁县,城镇,共青团员,998,-1,0
14525,孙明艳,女,汉族,2017,2002-10-05,辽宁省盘锦市兴隆台区,城镇,共青团员,999,-1,0
14526,秦妍,女,汉族,2017,2001-11-08,山东省菏泽市牡丹区,城镇,共青团员,1000,-1,0
14527,郑寻文,男,汉族,2017,2001-10-08,安徽省池州市池州市,城镇,共青团员,1001,-1,0
14528,王江霞,女,汉族,2017,2001-03-13,四川省甘孜藏族自治州乡城县,城镇,共青团员,1002,606,0
14529,朱青,男,汉族,2016,2002-07-13,新疆维吾尔自治区巴音郭楞蒙古自治州尉犁县,城镇,共青团员,1003,-1,0
14530,沈莎,男,汉族,2016,2001-02-26,山东省德州市乐陵市,城镇,共青团员,1004,-1,0
14531,吴敏,男,汉族,2017,2002-03-21,河南省开封市尉氏县,城镇,共青团员,1005,-1,0
14532,赵惠,女,汉族,2016,2001-01-18,湖南省株洲市醴陵市,城镇,共青团员,1006,-1,0
14533,韩半芹,女,汉族,2016,2001-07-19,四川省成都市大邑县,城镇,一般,1007,-1,0
14534,李香秀,女,汉族,2016,2002-09-18,湖北省宜昌市当阳市,城镇,共青团员,1008,-1,0
14535,王胜英,女,汉族,2017,2001-01-19,四川省内江市市中区,城镇,一般,1009,-1,0
14536,秦有菊,女,汉族,2016,2002-04-02,浙江省丽水市景宁畲族自治县,城镇,共青团员,1010,617,0
14537,韩丽,女,汉族,2017,2001-04-01,辽宁省辽阳市白塔区,城镇,共青团员,1011,-1,0
14538,金敏婷,男,汉族,2017,2002-05-27,湖南省湘潭市湘潭市,城镇,一般,1012,310,0
14539,羿雅瑄,男,汉族,2017,2001-03-11,四川省宜宾市屏山县,城镇,共青团员,1013,-1,0
14540,卫勤,女,汉族,2016,2001-05-10,内蒙古自治区锡林郭勒盟西乌珠穆沁旗,城镇,共青团员,1014,-1,0
14541,韩琰,女,汉族,2017,2001-04-13,四川省巴中市巴州区,城镇,共青团员,1015,613,0
14542,蒋晶,女,汉族,2017,2001-06-10,山东省临沂市罗庄区,城镇,共青团员,1016,618,0
14543,孙惠,男,汉族,2017,2002-07-25,山东省潍坊市高密市,城镇,共青团员,1017,310,0
14544,朱翠红,男,汉族,2017,2001-02-04,宁夏回族自治区中卫市中宁县,城镇,共青团员,1018,-1,0
14545,潘发弟,男,汉族,2017,2001-04-13,安徽省芜湖市无为县,城镇,共青团员,1019,-1,0
14546,吴沛文,男,汉族,2016,2001-03-18,广东省广州市广州市,城镇,共青团员,1020,-1,0
14547,许秋,男,汉族,2017,2002-07-18,山东省东营市广饶县,城镇,共青团员,1021,-1,0
14944,周岚,女,汉族,2016,2002-02-16,河南省商丘市虞城县,城镇,共青团员,1022,-1,0
15509,沈兴,男,汉族,2016,2002-02-26,湖北省孝感市大悟县,城镇,共青团员,1023,-1,0
14968,冯昭东,男,汉族,2017,2002-05-10,青海省果洛藏族自治州玛沁县,城镇,共青团员,1024,508,0
15008,潘敏,男,汉族,2016,2002-11-13,宁夏回族自治区吴忠市吴忠市,城镇,共青团员,1025,-1,0
14945,卫亚,男,汉族,2016,2001-06-25,浙江省嘉兴市海宁市,城镇,一般,1026,511,0
14946,姜阳涌,女,汉族,2017,2002-11-24,江苏省常州市溧阳市,城镇,共青团员,1027,-1,0
14947,尤琴,男,汉族,2016,2002-06-13,新疆维吾尔自治区克拉玛依市独山子区,城镇,共青团员,1028,-1,0
14948,周婷,男,汉族,2017,2001-06-09,四川省泸州市泸州市,城镇,共青团员,1029,-1,0
14949,赵梅梅,男,汉族,2017,2002-07-27,四川省达州市万源市,城镇,一般,1030,509,0
14950,卫景燕,女,汉族,2016,2002-03-07,新疆维吾尔自治区吐鲁番市高昌区,城镇,共青团员,1031,-1,0
14951,魏雅瑄,男,汉族,2017,2001-02-06,安徽省马鞍山市当涂县,城镇,少先队员,1032,-1,0
14952,蒋迎春,男,汉族,2016,2002-08-21,山西省临汾市蒲县,城镇,共青团员,1033,517,0
14953,何胜敏,男,汉族,2017,2002-09-13,甘肃省天水市麦积区,城镇,少先队员,1034,-1,0
14954,陈桂,男,汉族,2016,2002-04-14,陕西省宝鸡市宝鸡市,城镇,共青团员,1035,-1,0
14955,蒋慧娟,男,汉族,2017,2002-08-12,云南省临沧市镇康县,城镇,共青团员,1036,-1,0
14956,尤涛,女,汉族,2016,2001-02-04,福建省泉州市金门县,城镇,一般,1037,-1,0
14957,郑静,女,汉族,2016,2001-09-03,山东省青岛市市北区,城镇,共青团员,1038,-1,0
14958,施世兰,男,汉族,2017,2001-05-08,山东省济宁市金乡县,城镇,共青团员,1039,-1,0
14959,秦海燕,女,汉族,2016,2002-04-12,河北省石家庄市赵县,城镇,共青团员,1040,-1,0
14960,许倩倩,女,汉族,2016,2001-11-12,浙江省温州市平阳县,城镇,共青团员,1041,-1,0
14961,何翠柔,男,汉族,2017,2002-07-08,黑龙江省哈尔滨市南岗区,城镇,共青团员,1042,513,0
15658,孔蓉,男,汉族,2017,2001-11-24,新疆维吾尔自治区乌鲁木齐市乌鲁木齐市,城镇,一般,1043,401,0
14962,严丽,男,汉族,2016,2001-04-14,河北省承德市双滦区,城镇,共青团员,1044,-1,0
14963,蒋莉,男,汉族,2017,2002-09-12,辽宁省阜新市阜新蒙古族自治县,城镇,共青团员,1045,508,0
15003,卫倩,女,汉族,2016,2002-10-21,浙江省台州市路桥区,城镇,共青团员,1046,619,0
15004,张世群,女,汉族,2017,2002-02-07,广西壮族自治区南宁市南宁市,城镇,共青团员,1047,-1,0
15005,冯英,女,汉族,2016,2002-03-13,江苏省泰州市泰兴市,城镇,一般,1048,-1,0
15006,施静,女,汉族,2016,2002-09-19,广东省湛江市吴川市,城镇,共青团员,1049,-1,0
15007,卫元珊,男,汉族,2016,2001-11-07,辽宁省葫芦岛市葫芦岛市,城镇,共青团员,1050,214,0
14970,能芯蕊,男,汉族,2017,2001-11-15,贵州省遵义市汇川区,城镇,共青团员,1051,508,0
14971,华冷安,女,汉族,2017,2002-11-15,甘肃省临夏回族自治州东乡族自治县,城镇,共青团员,1052,-1,0
14972,何计香,男,汉族,2017,2001-07-14,广西壮族自治区河池市天峨县,城镇,共青团员,1053,513,0
14973,罗玉婷,男,汉族,2017,2001-02-02,广西壮族自治区贺州市八步区,城镇,共青团员,1054,512,0
14974,褚小珍,男,汉族,2016,2002-06-23,山东省德州市乐陵市,城镇,共青团员,1055,-1,0
14975,秦宁,男,汉族,2017,2001-04-19,江苏省泰州市泰州市,城镇,共青团员,1056,512,0
14976,蒋亚萍,女,汉族,2017,2002-06-19,陕西省汉中市汉中市,城镇,共青团员,1057,-1,0
14977,韩缘双,男,汉族,2017,2001-11-03,重庆市重庆市秀山土家族苗族自治县,城镇,共青团员,1058,-1,0
14978,戚亦寒,女,汉族,2016,2002-08-26,陕西省汉中市佛坪县,城镇,共青团员,1059,-1,0
14979,张红萍,女,汉族,2016,2001-11-10,安徽省宣城市宁国市,城镇,共青团员,1060,-1,0
14980,张紫霜,男,汉族,2017,2002-11-07,广西壮族自治区柳州市三江侗族自治县,城镇,共青团员,1061,-1,0
14981,王菜玲,女,汉族,2016,2001-02-03,云南省德宏傣族景颇族自治州盈江县,城镇,共青团员,1062,-1,0
14982,严计香,男,汉族,2017,2001-11-26,黑龙江省绥化市安达市,城镇,共青团员,1063,-1,0
14983,卫惜雪,男,汉族,2016,2001-07-22,浙江省丽水市缙云县,城镇,共青团员,1064,-1,0
14984,钱梅香,男,汉族,2017,2001-05-09,河北省张家口市沽源县,城镇,共青团员,1065,508,0
14985,卫美琳,男,汉族,2017,2001-11-21,吉林省松原市宁江区,城镇,一般,1066,-1,0
14986,许雪,女,汉族,2016,2001-04-17,安徽省芜湖市繁昌县,城镇,共青团员,1067,-1,0
14987,张娣,女,汉族,2017,2001-11-14,山东省济南市历下区,城镇,共青团员,1068,-1,0
14988,严蓉,女,汉族,2017,2002-11-03,山东省东营市广饶县,城镇,共青团员,1069,-1,0
14989,孙帮菊,男,汉族,2016,2002-01-27,陕西省渭南市华州区,城镇,共青团员,1070,-1,0
14990,秦秋菊,男,汉族,2016,2001-09-20,青海省海西蒙古族藏族自治州德令哈市,城镇,共青团员,1071,-1,0
14991,蒋怡,女,汉族,2017,2001-07-15,湖南省邵阳市邵阳县,城镇,共青团员,1072,-1,0
14992,周山柳,女,汉族,2017,2001-09-23,西藏自治区拉萨市堆龙德庆区,城镇,共青团员,1073,-1,0
14993,华雪,男,汉族,2017,2001-09-08,江西省九江市瑞昌市,城镇,一般,1074,512,0
14994,陈伊萍,女,汉族,2017,2002-03-09,广东省惠州市惠阳区,城镇,共青团员,1075,-1,0
14995,王妹妹,男,汉族,2017,2002-01-16,河北省辛集市,城镇,共青团员,1076,511,0
14996,喻玉婷,女,汉族,2017,2001-03-04,陕西省渭南市蒲城县,城镇,共青团员,1077,-1,0
14997,钱娣,男,汉族,2016,2001-07-05,贵州省遵义市务川仡佬族苗族自治县,城镇,共青团员,1078,512,0
14998,窦海燕,男,汉族,2016,2001-07-07,山东省烟台市蓬莱市,城镇,少先队员,1079,-1,0
15505,戚芳,女,汉族,2016,2001-08-22,内蒙古自治区乌兰察布市集宁区,城镇,共青团员,1080,507,0
14999,朱世群,女,汉族,2017,2002-06-12,云南省昭通市绥江县,城镇,共青团员,1081,-1,0
15000,孙代云,女,汉族,2016,2001-03-09,湖北省荆州市监利县,城镇,共青团员,1082,-1,0
15001,魏青,男,汉族,2016,2002-10-20,辽宁省沈阳市于洪区,城镇,共青团员,1083,511,0
15009,曹高彭,女,汉族,2016,2001-06-25,吉林省通化市集安市,城镇,共青团员,1084,-1,0
15484,郑勤,男,汉族,2016,2002-10-11,西藏自治区山南市错那县,城镇,共青团员,1085,-1,0
15485,云彩菊,女,汉族,2016,2001-03-19,重庆市重庆市江北区,城镇,共青团员,1086,-1,0
15486,褚香薇,女,汉族,2016,2002-02-26,河北省保定市容城县,城镇,共青团员,1087,-1,0
15487,何舒,女,满族,2016,2001-03-10,江西省赣州市会昌县,城镇,共青团员,1088,-1,0
15488,李涵菡,男,汉族,2016,2002-02-15,黑龙江省哈尔滨市五常市,城镇,共青团员,1089,-1,0
15489,杨杰,女,汉族,2016,2002-03-19,吉林省松原市乾安县,城镇,共青团员,1090,-1,0
15490,尤紫君,男,汉族,2016,2001-11-06,河南省安阳市殷都区,城镇,共青团员,1091,407,0
15491,赵醉薇,女,汉族,2016,2002-10-09,山西省长治市潞城市,城镇,共青团员,1092,513,0
15492,秦念梅,男,汉族,2016,2001-09-05,河南省商丘市梁园区,城镇,少先队员,1093,410,0
15493,曹明露,男,汉族,2016,2002-01-13,黑龙江省伊春市带岭区,城镇,共青团员,1094,-1,0
15494,周彩艳,女,汉族,2016,2002-02-12,江西省宜春市袁州区,城镇,共青团员,1095,502,0
15495,魏春竹,女,汉族,2016,2002-03-11,云南省丽江市宁蒗彝族自治县,城镇,共青团员,1096,-1,0
15496,水柳,男,汉族,2017,2001-11-04,江西省景德镇市乐平市,城镇,共青团员,1097,412,0
15497,尤金玫,男,汉族,2017,2002-04-21,广东省深圳市龙岗区,城镇,共青团员,1098,-1,0
15498,曹粤,女,汉族,2016,2001-10-19,四川省阿坝藏族羌族自治州茂县,城镇,共青团员,1099,504,0
15499,杨光琴,女,汉族,2017,2002-02-13,山东省淄博市临淄区,城镇,共青团员,1100,-1,0
15500,柏永珍,男,汉族,2016,2002-04-06,内蒙古自治区兴安盟科尔沁右翼前旗,城镇,共青团员,1101,-1,0
15501,赵珍,女,汉族,2016,2002-02-17,甘肃省庆阳市宁县,城镇,共青团员,1102,-1,0
15503,何耀文,男,汉族,2017,2001-09-25,吉林省长春市绿园区,城镇,共青团员,1103,405,0
15507,姜元琼,男,汉族,2017,2002-05-02,湖南省永州市江华瑶族自治县,城镇,共青团员,1104,-1,0
15511,尤亚萍,男,汉族,2017,2001-05-13,甘肃省武威市民勤县,城镇,一般,1105,-1,0
15515,王问筠,男,汉族,2016,2001-04-24,广西壮族自治区北海市合浦县,城镇,共青团员,1106,407,0
15519,卫晓,男,汉族,2016,2001-03-16,内蒙古自治区锡林郭勒盟东乌珠穆沁旗,城镇,共青团员,1107,-1,0
15520,曹瑶,男,汉族,2017,2002-10-19,云南省玉溪市峨山彝族自治县,城镇,共青团员,1108,415,0
15522,孙玉婷,女,汉族,2017,2001-07-08,福建省龙岩市漳平市,城镇,共青团员,1109,-1,0
15523,孙艳红,女,汉族,2017,2001-01-06,山东省烟台市长岛县,城镇,共青团员,1110,-1,0
15525,施瑗,女,汉族,2017,2002-11-12,河北省石家庄市新乐市,城镇,共青团员,1111,-1,0
15526,施彩菊,男,汉族,2017,2002-09-16,浙江省衢州市常山县,城镇,共青团员,1112,-1,0
15528,金敏,男,汉族,2017,2002-04-21,广东省梅州市梅县区,城镇,共青团员,1113,-1,0
15529,李翠柔,女,汉族,2017,2001-04-19,安徽省宣城市宣州区,城镇,共青团员,1114,-1,0
15531,陶翡翠,男,汉族,2016,2002-02-20,陕西省渭南市潼关县,城镇,共青团员,1115,405,0
15532,戚福兰,男,汉族,2016,2002-08-08,江苏省泰州市靖江市,城镇,共青团员,1116,-1,0
15533,严梦,女,汉族,2017,2002-04-25,河南省新乡市红旗区,城镇,共青团员,1117,-1,0
15534,彭茜,女,汉族,2016,2002-06-16,山东省烟台市莱州市,城镇,共青团员,1118,-1,0
15535,郑瑞,女,汉族,2016,2001-10-22,四川省绵阳市绵阳市,城镇,一般,1119,513,0
15536,乜功碧,女,汉族,2016,2002-05-06,山东省济宁市邹城市,城镇,共青团员,1120,-1,0
15537,陶彩霞,男,汉族,2016,2002-02-20,陕西省汉中市汉台区,城镇,共青团员,1121,402,0
15538,李海燕,女,汉族,2017,2002-06-01,内蒙古自治区锡林郭勒盟东乌珠穆沁旗,城镇,共青团员,1122,506,0
15539,何融,男,汉族,2016,2002-10-17,甘肃省定西市通渭县,城镇,共青团员,1123,-1,0
15540,许天春,女,汉族,2017,2001-11-17,陕西省榆林市吴堡县,城镇,共青团员,1124,-1,0
15541,金芳,男,汉族,2016,2001-04-09,湖南省永州市江华瑶族自治县,城镇,共青团员,1125,408,0
15542,卫洪丽,女,汉族,2017,2001-03-02,黑龙江省伊春市上甘岭区,城镇,共青团员,1126,-1,0
15543,曹虹霖,女,汉族,2016,2002-11-16,安徽省黄山市黄山区,城镇,共青团员,1127,-1,0
15482,张育,女,汉族,2016,2001-10-17,四川省凉山彝族自治州木里藏族自治县,城镇,共青团员,1128,-1,0
15569,冯蕊,男,汉族,2016,2002-07-18,江苏省南通市海安县,城镇,共青团员,1129,-1,0
15570,姜亦寒,女,汉族,2016,2002-07-17,内蒙古自治区乌兰察布市丰镇市,城镇,共青团员,1130,-1,0
15571,何仪,女,汉族,2016,2002-04-22,湖北省鄂州市鄂州市,城镇,共青团员,1131,-1,0
15572,陈之念,男,汉族,2016,2001-05-02,海南省澄迈县,城镇,共青团员,1132,408,0
15573,蒋黛,女,汉族,2017,2002-06-27,贵州省铜仁市石阡县,城镇,共青团员,1133,-1,0
15574,沈计香,女,汉族,2016,2002-01-25,安徽省池州市东至县,城镇,共青团员,1134,509,0
15575,蒋婵,女,汉族,2017,2002-07-19,河南省南阳市南召县,城镇,共青团员,1135,-1,0
15576,戚海燕,男,汉族,2017,2002-04-09,河北省衡水市深州市,城镇,一般,1136,-1,0
